Brand,Product_Name,Processor,GPU,RAM,Storage,Display_Resolution,Refresh_Rate,Price,RAM_GB,Storage_GB,Refresh_Hz,CPU_Score,GPU_Score,Resolution_Score,Performance_Score
ASUS,ROG Flow X16 GV601RM-M007W,AMD Ryzen 7-6800HS,NVIDIA® GeForce RTX™ 3060,16GB 2x 8GB DDR5-4800 SO-DIMM,1TB PCIe® 4.0 NVMe™ M.2 Performance SSD,2560 x 1600,165 HZ,83999,16,1024,165,8,6.5,4,65.69
ASUS,ROG Flow X16 GV601RW-M009W,AMD Ryzen 9-6900HS,NVIDIA® GeForce RTX™ 3070Ti,32GB 16GB DDR5-4800 SO-DIMM x 2,1TB PCIe® 4.0 NVMe™ M.2 Performance SSD,2560 x 1600,240 HZ,89999,32,1024,240,10,7.0,4,78.5
ASUS,ProArt Studiobook 16 OLED H7600HM-OLED009W,Intel Core I7-11800H,NVIDIA® GeForce® RTX™ 3060 Laptop GPU 6GB,32GB DDR4,1TB M.2 NVMe™ PCIe® 3.0 Performance SSD,3840 x 2400,60 Hz,73999,32,1024,60,8,6.5,5,67.0
ASUS,ProArt Studiobook 16 OLED H5600QM-OLED009W,Amd Ryzen 9-5900HX,NVIDIA® GeForce® RTX™ 3060 Laptop GPU 6GB GDDR6,32GB DDR4,1TB + 1TB M.2 NVMe™ PCIe® 3.0 Performance SSD,3840 x 2400,60 Hz,85699,32,2048,60,10,6.5,5,79.0
ASUS,TUF Gaming F15 FX507ZR-HQ003W,Intel Core I7-12700H,Nvidia GeForce RTX 3070 8GB,"16GB, 2x8GB, DDR5-4800 SO-DIMM",1TB M.2 NVMe™ PCIe® 3.0 SSD,1920 x 1080,144 Hz,57999,16,1024,144,8,7.0,3,66.0
ASUS,Zenbook Pro Duo 15 OLED UX582ZM-OLED009W,Intel® Core™ i9-12900H,NVIDIA® GeForce® RTX™ 3060 6GB,LPDDR5 32GB,1TB M.2 NVMe™ PCIe® 4.0 Performance SSD,3840 x 2160,60 Hz,135500,32,1024,60,10,6.5,5,74.0
ASUS,ROG Strix G15 G513RM-LN007W,AMD Ryzen 7-6800H,NVIDIA® GeForce RTX™ 3060,16GB DDR5,1TB SSD PCIe® 4.0 NVMe™ M.2 SSD,2560 x 1440,240 HZ,51999,16,1024,240,8,6.5,3,66.25
Acer,Nitro 5 AN515-58-74A0,Intel Core I7-12700H,Nvidia GeForce RTX 3060 6GB,16 GB DDR4 3200MHz Memory,512GB PCIe NVMe SED SSD,1920 x 1080,144 Hz,41999,16,512,144,8,6.5,3,61.75
Acer,Aspire 7 A715-51G-74HZ,Intel Core I7-1260P,Nvidia GeForce RTX 3050 4GB,16 GB DDR4 Memory,512GB PCIe NVMe SSD,1920 x 1080,,24999,16,512,60,8,6.0,3,58.25
Acer,Aspire 7 A715-51G-563H,Intel Core I5-1240P,Nvidia GeForce RTX 3050 4GB,8 GB DDR4 Memory,512GB PCIe NVMe SSD,1920 x 1080,,23999,8,512,60,6,6.0,3,50.0
Acer,Predator Helios 300 PH315-55-7213,Intel Core 17-12700H,Nvidia GeForce RTX 3070 8GB,32GB DDR5 SDRAM 2 x 16GB,1TB PCIe NVMe SSD,2560 x 1440,165 HZ,40000,32,1024,165,5,7.0,3,58.44
Acer,Nitro 5 AN515-57-7447,Intel Core I7-11800H,Nvidia GeForce RTX 3060 6GB,24 GB DDR4 SDRAM 1 x 16GB 1 x 8GB,1TB PCIe NVMe SSD,1920 x 1080,144 Hz,36999,24,1024,144,8,6.5,3,65.5
ASUS,TUF Gaming F15 FX506HF-HN001W,Intel Core I5-11400H,NVIDIA® GeForce RTX™ 2050,8GB DDR4-3200 SO-DIMM,512GB PCIe® 3.0 NVMe™ M.2 SSD,1920 x 1080,144 Hz,30999,8,512,144,6,5.0,3,48.25
ASUS,ROG Strix G15 G513RM-HF007W,AMD Ryzen 7-6800H,NVIDIA® GeForce RTX™ 3060,16GB 8GB DDR5-4800 SO-DIMM *2,1TB PCIe® 4.0 NVMe™ M.2 SSD,1920 x 1080,300Hz,49999,16,1024,300,8,6.5,3,66.25
ASUS,Rog Zephyrus G15 GA503RW-LN054W,AMD Ryzen 9-6900HS,NVIDIA® GeForce RTX™ 3070 Ti,32GB 16GB DDR5 on board 16GB DDR5-4800 SO-DIMM,1TB PCIe® 4.0 NVMe™ M.2 SSD,2560 x 1440,240 HZ,69999,32,1024,240,10,7.0,3,77.5
ASUS,ROG Strix SCAR 18 G834JZ-N6022W,Intel Core I9-13980HX,NVIDIA GeForce RTX 4080 12GB,32GB 16GB DDR5-4800 SO-DIMM *2,1TB PCIe® 4.0 NVMe™ M.2 Performance SSD,2560 x 1600,240 HZ,124999,32,1024,240,10,9.0,4,85.5
MSI,GF63 Thin 10SCSR,Intel Core I5-10500H,NVIDIA GeForce GTX 1650 4GB,8GB Ram,1TB HDD+256GB SSD,1920x1080,,24499,8,1280,60,6,4.0,3,46.75
MSI,Katana GF66 11UE,Intel Core I7-11800H,NVIDIA® GeForce RTX™ 3060 6GB,16GB DDR4- 3200 RAM,1TB SSD,1920 x 1080,144 Hz,41999,16,1024,144,8,6.5,3,64.25
ASUS,TUF Dash F15 FX517ZM-AS73,Intel Core I7-12650H,Nvidia GeForce RTX 3060,16GB DDR5 4800MHz RAM,512GB M.2 NVMe™ PCIe® 3.0 SSD,1920 x 1080,144 Hz,42500,16,512,144,8,6.5,3,61.75
MSI,Katana GF66 12UGS,Intel Core I7-12700H,NVIDIA® GeForce RTX™ 3070 Ti,16GB Ram DDR4-3200 2 Slots,1TB SSD,1920 x 1080,240 HZ,57799,16,1024,240,8,7.0,3,68.0
MSI,Katana GF66 12UGS,Intel Core I7-12700H,NVIDIA® GeForce RTX™ 3070 8GB,16GB Ram DDR4-3200 2 Slots,1TB SSD,1920 x 1080,144 Hz,70000,16,1024,144,8,7.0,3,66.0
MSI,GF63 Thin 10UD,Intel Core I7-10750H,NVIDIA® GeForce RTX™ 3050TI 4GB,16GB RAM,1TB HDD + 256GB NVMe PCIe SSD,1920 x 1080,144 Hz,35480,16,1280,144,8,6.0,3,63.75
MSI,GF63 Thin 11UC,Intel Core I7-11800H,NVIDIA® GeForce RTX™ 3050 4GB,16GB DDR4 3200MHz Memory,1TB HDD (SATA) 5400rpm + 256GB NVMe PCIe SSD,1920x1080,144 Hz,36959,16,1280,144,8,6.0,3,63.75
ASUS,ROG Flow X16 GV601RM-BLK57W,Amd Ryzen 7-6800HS,NVIDIA® GeForce RTX™ 3060 6GB,16GB 8GB DDR5-4800 SO-DIMM x 2,512GB PCIe® 4.0 NVMe™ M.2 Performance SSD,2560 x 1600,165 HZ,69999,16,512,165,8,6.5,4,63.19
ASUS,TUF Gaming F15 FX507ZM-HQ013W,Intel Core I7-12700H,"NVIDIA® GeForce RTX™ 3060 Laptop GPU, 1752MHz at 140W (1702MHz Boost Clock+50MHz OC, 115W+25W Dynamic Boost), 6GB GDDR6",16GB,1TB SSD,1920 x 1080,165 HZ,44449,16,1024,165,8,6.5,3,64.69
ASUS,ROG Flow X16 GV601RE-GRY57W,Amd Ryzen 7-6800HS,NVIDIA® GeForce RTX™ 3050 Ti Laptop GPU 4GB GDDR6,16GB,512GB PCIe® 4.0 NVMe™ M.2 SSD,2560 x 1600,165 HZ,64999,16,512,165,8,6.0,4,61.44
Lenovo,IdeaPad Gaming 3 15IHU6,Intel Core I7-11370H,Nvidia GeForce RTX 3050TI 4GB,16GB,512GB SSD,1920 x 1080,120 Hz,29999,16,512,120,8,6.0,3,59.5
Acer,Aspire 5 A515-57G-57EU,Intel Core I5-1240P,Nvidia GeForce RTX 2050 4GB,8GB,256GB SSD,1920 x 1080,,24199,8,256,60,6,5.0,3,45.25
Acer,Aspire 5 A515-57G-70GT,Intel Core I7-1260P,Nvidia GeForce RTX 2050 4GB,8GB,512GB SSD,1920 x 1080,,25700,8,512,60,8,5.0,3,53.5
Acer,Acer Aspire 7 A715-43G-R380,Amd Ryzen 5-5625U,Nvidia GeForce RTX3050 4GB,8GB,512GB SSD,1920 x 1080,,25299,8,512,60,6,6.0,3,50.0
Acer,Aspire 7 A715-43G-R3A6,Amd Ryzen 7-5825U,Nvidia GeForce RTX3050 4GB,16GB,512GB SSD,1920 x 1080,144 Hz,32499,16,512,144,8,6.0,3,60.0
ASUS,TUF Dash F15 FX517ZC-HN002W,Intel Core I7-12650H,Nvidia GeForce RTX 3050 4GB,16GB,512GB SSD,1920 x 1080,144 Hz,36000,16,512,144,8,6.0,3,60.0
Lenovo,Lenovo Ideapad Gaming 3,Intel Core I7-12650H,Nvidia GeForce RTX 3060 6GB,16GB,512GB SSD,1920 x 1080,120 Hz,60499,16,512,120,8,6.5,3,61.25
ASUS,TUF Gaming A15 FA506ICB-HN005W,Amd Ryzen 5-4600H,Nvidia GeForce RTX3050 4GB,8GB,512GB PCIe® 3.0 NVMe™ M.2 SSD,1920 x 1080,144 Hz,20999,8,512,144,6,6.0,3,51.75
ASUS,TUF Gaming A15 FA506IHR-HN019W,Amd Ryzen 5-4600H,NVIDIA® GeForce GTX™ 1650 4GB,"8GB DDR4-3200 SO-DIMM, Max Capacity:32GB",512GB M.2 NVMe™ PCIe® 3.0 SSD,1920 x 1080,144 Hz,23100,8,512,144,6,4.0,3,44.75
MSI,GF63 Thin 10SC,Intel Core I7-10750H,NVIDIA GeForce GTX1650 4GB,"8GB (1x8GB) DDR4-2666 Memory Type, 2 Slots Number of SO-DIMM, Slot Max 64GB Max Capacity","256GB M.2 SSD Combo slot (NVMe PCIe Gen3 / SATA) SSD + 1T x 2.5"" SATA HDD HDD",1920 x 1080,,32000,8,256,60,8,4.0,3,48.75
HP,Victus 16-D1012NIA,Intel Core I7-12700H,Nvidia GeForce RTX3060 6GB,16 GB DDR5-4800 MHz RAM (2 x 8 GB),1 TB PCIe® NVMe™ TLC M.2 SSD,1920 x 1080,144 Hz,49999,16,1024,144,8,6.5,3,64.25
HP,Victus 16-E0003NE,Amd Ryzen 5-5600H,NVIDIA® GeForce® GTX 1650 Laptop GPU (4GB GDDR6 dedicated),8GB DDR4 3200MHz (2 x 4GB),512GB PCIe® NVMe™ TLC M.2 Hard Drive,1920 x 1080,,24999,8,512,60,6,4.0,3,43.0
Acer,Nitro 5 AN515 57 5700,Intel Core I5-11400H,Nvidia GeForce RTX3050TI 4GB GDDR6 GPU Boost Clock Up to 1485MHz Maximum Graphics Power Up to 75 W,16GB DDR4 SDRAM,512GB PCI Express,1920 x 1080,144 Hz,24499,16,512,144,6,6.0,3,53.0
Dell,G15 5511,Intel Core I5-11400H,Nvidia® GeForce® RTX™ 3050,"8 GB, 2 x 4 GB, Dual-Channel DDR4, 3200 MHz","512 GB, M.2 2230, PCIe NVMe Gen3 x4, SSD",1920 x 1080,120 Hz,47777,8,512,120,6,6.0,3,51.25
HP,OMEN 16-B0002TX,Intel Core I5-11400H,NVIDIA® GeForce RTX™ 3050 Ti 4GB,16 GB DDR4-2933 MHz RAM (2 x 8 GB),512 GB PCIe® NVMe™ TLC M.2 SSD,1920 x 1080,,28999,16,512,60,6,6.0,3,51.25
HP,Victus 16-D0032NE,Intel Core I7-11800H,NVIDIA GeForce RTX™ 3060 6GB,16GB Ram,1TB SSD,1920 x 1080,144 Hz,37800,16,1024,144,8,6.5,3,64.25
HP,Victus 15-FA0032DX,Intel Core I7-12650H,NVIDIA GeForce RTX 3050 Ti 4GB,16 GB DDR4-3200 MHz RAM (1 x 16 GB),512 GB PCIe NVMe M.2 SSD,1920 x 1080,144 Hz,47500,16,512,144,8,6.0,3,60.0
ASUS,ROG Strix G15 G513RC-HN088W,AMD Ryzen 7 6800H,NVIDIA® GeForce RTX™ 3050 4GB,16GB DDR4 2x8GB DDR5-4800 SO-DIMM,512GB PCIe® 4.0 NVMe™ M.2 SSD,1920 x 1080,144 Hz,57666,16,512,144,8,6.0,3,60.0
Lenovo,Legion 5 15ITH6H,Intel Core i7-11800H,NVIDIA GeForce RTX 3070 8GB,16GB 2x 8GB SO-DIMM DDR4-3200,1TB SSD M.2 2280 PCIe 4.0x4 NVMe,2560x1440,165 HZ,49999,16,1024,165,8,7.0,3,66.44
Lenovo,Legion 5 Pro 16ACH6H,AMD Ryzen 7-5800H,NVIDIA GeForce RTX 3070 8GB,16GB 2x 8GB SO-DIMM DDR4-3200,512GB SSD M.2 2280 PCIe 3.0x4 NVMe,2560x1600,165 HZ,53999,16,512,165,8,7.0,4,64.94
Dell,G15 5511,Intel Core I5-11260H,NVIDIA GeForce RTX 3050 4GB,"8GB, 2x4GB, DDR4, 3200MHz",512GB M.2 PCIe NVMe Solid State Drive,1920 x 1080,120 Hz,33999,8,512,120,6,6.0,3,51.25
ASUS,ROG Strix G15 G513IE-HN006W,AMD Ryzen 7 4800H,NVIDIA® GeForce RTX™ 3050 Ti 4GB GDDR6,16GB RAM 8GB DDR4-3200 SO-DIMM x 2,1TB PCIe® 3.0 NVMe™ M.2 SSD,1920 x 1080,144 Hz,35999,16,1024,144,8,6.0,3,62.5
ASUS,Tuf Gaming F15 FX507ZM-HF007W,Intel Core I7-12700H,NVIDIA GeForce RTX 3060 6GB GDDR6,16GB Ram,512GB SSD,1920 x 1080,300Hz,49999,16,512,300,8,6.5,3,63.75
ASUS,TUF GAMING F15 FX506HC-HN002W,Intel Core i5-11400H,NVIDIA® GeForce RTX™ 3050 4GB GDDR6,8GB Ram,512GB M.2 NVMe™ PCIe® 3.0 SSD,1920 x 1080,144 Hz,29999,8,512,144,6,6.0,3,51.75
Lenovo,Legion 5 15ACH6H,Amd Ryzen 7-5800H,NVIDIA GeForce RTX 3070 8GB,16GB 2x 8GB SO-DIMM DDR4-3200,1TB SSD M.2 2280 PCIe 3.0x4 NVMe,2560 x 1440,165 HZ,45999,16,1024,165,8,7.0,3,66.44
ASUS,Vivobook Pro 15 K3500PC-OLED007W,Intel Core I7-11370H,Nvidia® GeForce® RTX™ 3050 4GB,16GB DDR4 on board,1TB M.2 NVMe™ PCIe® 3.0 SSD,1920 x 1080,,30999,16,1024,60,8,6.0,3,60.75
ASUS,TUF Dash F15 FX517ZC-HN051W,Intel Core I5-12450H,NVIDIA® GeForce RTX™ 3050 4GB,"8GB DDR5-4800 SO-DIMM, Max Capacity:32GB, Support dual channel memory",512GB M.2 NVMe™ PCIe® 3.0 SSD,2560 x 1440,165 HZ,25999,8,512,165,6,6.0,3,52.19
ASUS,TUF Dash F15 FX517ZE-HN040W,Intel Core I7-12650H,NVIDIA® GeForce RTX™ 3050 Ti 4GB,16GB Ram,512GB M.2 NVMe™ PCIe® 3.0 SSD,1920 x 1080,144 Hz,33499,16,512,144,8,6.0,3,60.0
ASUS,ROG Strix G15 G513RM-HF284W,AMD Ryzen 7 6800H,NVIDIA® GeForce RTX™ 3060 6GB,16GB DDR4,512GB PCIe® 4.0 NVMe™ M.2 SSD,1920 x 1080,300Hz,40999,16,512,300,8,6.5,3,63.75
Lenovo,IdeaPad Gaming 3 15IHU6,Intel Core I7-11370H,NVIDIA GeForce RTX 3050,1x 8GB SO-DIMM DDR4-3200,"256GB SSD M.2 2242 PCIe 3.0x4 NVMe + 1TB HDD 5400rpm 2.5""",1920 x 1080,120 Hz,27499,8,1280,120,8,6.0,3,62.0
Acer,Swift X SFX14-41G-R1S6,AMD Ryzen 7 5800U,NVIDIA GeForce RTX 3050 Ti 4GB,16GB LPDDR4X,512GB NVMe SSD,1920 x 1080,,35199,16,512,60,8,6.0,3,58.25
MSI,Delta 15001,AMD Ryzen 7 5800H,AMD Radeon™ RX6700M 10GB,16GB (8G*2) DDR4 3200MHz,1TB NVMe SSD,1920 x 1080,240 HZ,48499,16,1024,240,8,4.0,3,57.5
ASUS,TUF Dash F15 FX516PR-211.TM15,Intel Core I7-11370H,"NVIDIA® GeForce RTX™ 3070 Laptop GPU,With ROG Boost up to 1390MHz at 80W (85W with Dynamic Boost),8GB GDDR6",16GB (DDR4 3200MHz) on board,1TB M.2 NVMe™ PCIe® 3.0 SSD,1920 x 1080,240 HZ,57999,16,1024,240,8,7.0,3,68.0
ASUS,TUF Dash F15 FX517ZE-ES73,Intel Core I7-12650H,Nvidia GeForce RTX 3050 Ti 4GB,16GB DDR5 4800MHz RAM,512GB PCIe NVMe M.2 SSD,1920 x 1080,144 Hz,35999,16,512,144,8,6.0,3,60.0
Dell,G15 5510,Intel Core I5-10500H,Nvidia GeForce GTX 1650 4GB,8GB DDR4 2933MHz,512GB M.2 PCIe NVMe Solid State Drive,1920x1080,120 Hz,25000,8,512,120,6,4.0,3,44.25
Dell,G15 5510,Intel Core I7-10870H,NVIDIA GeForce RTX 3060 6GB,"16GB, 2x8GB, DDR4, 2933MHz",512GB M.2 PCIe NVMe Solid State Drive,1920x1080,165 HZ,32999,16,512,165,8,6.5,3,62.19
HP,Pavilion Gaming 15-DK2087NE,Intel® Core™ i5-11300H,NVIDIA® GeForce® GTX 1650 4GB,8GB DDR4-3200 MHz RAM (2 x 4 GB),1TB 7200 rpm SATA HDD +256GB PCIe® NVMe™ M.2 SSD,1920 x 1080,144 Hz,39799,8,1280,144,6,4.0,3,48.5
Lenovo,IdeaPad Gaming 3 15IHU6,Intel Core I5-11320H,NVIDIA GeForce RTX 3050,1x 8GB SO-DIMM DDR4-3200,512GB SSD M.2 2242 PCIe 3.0x4 NVMe,1920x1080,120 Hz,26899,8,512,120,6,6.0,3,51.25
HP,Victus 15-FA0083NIA,Intel Core I7-12700H,NVIDIA® GeForce RTX™ 3050 4GB,16 GB DDR4-3200 MHz RAM (2 x 8 GB),512 GB PCIe® NVMe™ TLC M.2 SSD,1920 x 1080,144 Hz,32000,16,512,144,8,6.0,3,60.0
MSI,GP76 Vector 12UG,Intel Core I9-12900H,Nvidia GeForce RTX 3070 Ti 8GB,32GB DDR4-3200 2 Slots,1TB SSD NVme Gen4,,360Hz,79999,32,1024,360,10,7.0,2,76.5
Dell,G15 5521 SE,Intel Core I7-12700H,NVIDIA® GeForce RTX™ 3060 6GB,32GB Ram,1TB M.2 PCIe Solid State Drive,2560 x 1440,240 HZ,69999,32,1024,240,8,6.5,3,68.75
Dell,Dell G15 5520,Intel Core I7-12700H,Nvidia GeForce RTX 3060 6GB,16GB 2x8GB DDR5 4800MHz,512GB SSD M.2 PCIe NVMe Solid State Drive,1920 x 1080,120 Hz,44499,16,512,120,8,6.5,3,61.25
Dell,Dell G15 5520,Intel Core I7-12700H,Nvidia GeForce RTX 3050 4GB,16GB 2x8GB DDR5 4800MHz,512GB SSD M.2 PCIe NVMe Solid State Drive,1920 x 1080,120 Hz,37500,16,512,120,8,6.0,3,59.5
Dell,G15 5511,Intel Core i7-11800H,Nvidia GeForce RTX 3050TI 4GB,"16 GB, 2 x 8 GB, Dual-Channel DDR4, 3200 MHz",512GB M.2 NVMe™ PCIe® 3.0 SSD,1920 x 1080,120 Hz,29399,16,512,120,8,6.0,3,59.5
Dell,G15 5511,Intel Core I7-11800H,Nvidia® GeForce® RTX™ 3050 4GB,"16 GB, 2 x 8 GB, Dual-Channel DDR4, 3200 MHz",512GB M.2 NVMe™ PCIe® 3.0 SSD,1920 x 1080,120 Hz,36499,16,512,120,8,6.0,3,59.5
Dell,Dell G15 5511,Intel Core I5-11400H,Nvidia GeForce RTX 3050Ti 4GB,"8 GB, 2 x 4 GB, Dual-Channel DDR4, 3200 MHz","512 GB, M.2 2230, PCIe NVMe Gen3 x4, SSD",1920 x 1080,165 HZ,25199,8,512,165,6,6.0,3,52.19
MSI,Crosshair 15 R6E B12UGZ,Intel Core I7-12700H,NVIDIA GeForce RTX 3070 8GB GDDR6,16GB DDR4 2x 8GB,1TB SSD,2560x1440,165 HZ,49999,16,1024,165,8,7.0,3,66.44
Dell,Intel Core I5-11260H,Intel Core I5-11260H,NVIDIA GeForce RTX 3050,16GB Ram,"512GB SSD M.2 2230, PCIe NVMe Gen3 x 4",1920 x 1080,165 HZ,22999,16,512,165,6,6.0,3,53.44
Lenovo,IdeaPad Gaming 3 15ACH6,AMD Ryzen 5 5600H,NVIDIA GeForce RTX 3050 Ti 4GB,1x 8GB SO-DIMM DDR4-3200,512GB SSD M.2 2280 PCIe 3.0x4 NVMe,1920 x 1080,120 Hz,26500,8,512,120,6,6.0,3,51.25
HP,Pavilion Gaming 15-dk2099ne,Intel Core i7-11370H,Nvidia GeForce RTX 3050Ti 4GB,8 GB DDR4-3200 MHz RAM,512 GB PCIe® NVMe™ M.2 SSD,1920 x 1080,144 Hz,25999,8,512,144,8,6.0,3,58.75
Lenovo,Legion 7 16ITHg6,Intel Core i7-11800H,NVIDIA GeForce RTX 3070,16GB 2x 8GB SO-DIMM DDR4-3200,1TB SSD M.2 2280 PCIe 4.0x4 NVMe,2560x1600,165 HZ,64999,16,1024,165,8,7.0,4,67.44
Lenovo,IdeaPad Gaming 3 15ACH6,AMD Ryzen 7 5800H,NVIDIA GeForce RTX 3050 Ti,16GB 2x 8GB SO-DIMM DDR4-3200,512GB SSD M.2 2280 PCIe 3.0x4 NVMe,1920 x 1080,120 Hz,22999,16,512,120,8,6.0,3,59.5
MSI,GS76 STEALTH 11UH,Intel Core I7-11800H,Nvidia GeForce RTX 3080,32GB Ram,1TB SSD,1920 x 1080,360Hz,53399,32,1024,360,8,7.0,3,70.5
Lenovo,IdeaPad Gaming 3 15IHU6,Intel Core i5-11300H,NVIDIA GeForce RTX 3050,1x 16GB SO-DIMM DDR4-3200,512GB SSD M.2 2242 PCIe 3.0x4 NVMe,1920 x 1080,120 Hz,28777,16,512,120,6,6.0,3,52.5
Lenovo,Legion 5 15ACH6A,AMD Ryzen 7 5800H,AMD Radeon RX 6600M 8GB,16GB 2x 8GB SO-DIMM DDR4-3200,1TB SSD M.2 2280 PCIe 3.0x4 NVMe,1920 x 1080,165 HZ,55299,16,1024,165,8,4.0,3,55.94
Lenovo,Legion 5 15ACH6H,AMD Ryzen 7 5800H,NVIDIA GeForce RTX 3070,16GB 2x 8GB SO-DIMM DDR4-3200,1TB SSD M.2 2280 PCIe 3.0x4 NVMe,1920 x 1080,165 HZ,45999,16,1024,165,8,7.0,3,66.44
Lenovo,Legion 7 16ACHg6,AMD Ryzen 9 5900HX,NVIDIA GeForce RTX 3080,32GB 2x 16GB SO-DIMM DDR4-3200,2x 1TB SSD M.2 2280 PCIe 3.0x4 NVMe,2560 x 1600,165 HZ,111249,32,1024,165,10,7.0,4,76.94
Lenovo,IdeaPad Gaming 3 15ACH6,AMD Ryzen 5 5600H,NVIDIA GeForce RTX 3050,8GB 1x 8GB SO-DIMM DDR4-3200,512GB SSD M.2 2280 PCIe 3.0x4 NVMe,1920 x 1080,120 Hz,27999,8,512,120,6,6.0,3,51.25
Lenovo,IdeaPad Gaming 3 15ACH6,AMD Ryzen 7 5800H,NVIDIA GeForce RTX 3060 6GB,16GB RAM,512GB SSD M.2 2280 PCIe 3.0x4 NVMe,1920 x 1080,120 Hz,38999,16,512,120,8,6.5,3,61.25
Lenovo,IdeaPad Gaming 3 15IHU6,Intel Core i7-11370H,NVIDIA GeForce RTX 3050 4GB,16GB 2x 8GB SO-DIMM DDR4-3200,"256GB SSD M.2 2242 PCIe 3.0x4 NVMe + 1TB HDD 5400rpm 2.5""",1920 x 1080,120 Hz,43777,16,1280,120,8,6.0,3,63.25
Lenovo,IdeaPad Gaming 3 15ACH6,AMD Ryzen 7 5800H,NVIDIA GeForce RTX 3050,16GB 2x 8GB SO-DIMM DDR4-3200,"256GB SSD M.2 2242 PCIe 3.0x4 NVMe + 1TB HDD 5400rpm 2.5""",1920 x 1080,165 HZ,23099,16,1280,165,8,6.0,3,64.19
HP,Victus 15-FA0031DX,Intel Core I5-12450H,NVIDIA® GeForce® GTX 1650 Laptop GPU (4 GB GDDR6 dedicated),8 GB DDR4-3200 MHz RAM (1 x 8 GB),512 GB PCIe® NVMe™ TLC M.2 SSD,1920 x 1080,144 Hz,28888,8,512,144,6,4.0,3,44.75
Dell,G15 5511,Intel Core i7-11800H,Nvidia® GeForce® RTX™ 3060 6GB,"16GB, 2x8GB, DDR4, 3200MHz",512GB M.2 PCIe NVMe Solid State Drive,1920 x 1080,120 Hz,44199,16,512,120,8,6.5,3,61.25
Dell,Alienware X15 R1,Intel Core i7-11800H,NVIDIA GeForce RTX™ 3070 8GB,"16 GB, DDR4, 3200 MHz, integrated","512 GB, M.2, PCIe NVMe, SSD",1920 x 1080,360Hz,49849,16,512,360,8,7.0,3,65.5
Razer,BLADE 15,Intel Core i7-10875H,NVIDIA GeForce RTX 3080,32GB dual-channel DDR4-2933MHz (16GB x 2),1TB SSD M.2 NVMe PCIe 3.0 x4,3840 x 2160,60 Hz,49999,32,1024,60,8,7.0,5,68.75
Lenovo,IdeaPad Gaming 3 15ACH6,AMD Ryzen 5 5600H,NVIDIA GeForce GTX 1650,16GB 2x 8GB SO-DIMM DDR4-3200,"256GB SSD M.2 2242 PCIe 3.0x4 NVMe + 1TB HDD 5400rpm 2.5""",1920 x 1080,120 Hz,18399,16,1280,120,6,4.0,3,49.25
Lenovo,Legion 5 15IMH6,Intel Core I7-10750H,NVIDIA GeForce RTX 3050 Ti,16GB 2x 8GB SO-DIMM DDR4-2933,512GB SSD M.2 2280 PCIe 3.0x4 NVMe,1920 x 1080,165 HZ,24249,16,512,165,8,6.0,3,60.44
HP,Pavilion 15-dk2108ne,Intel Core i5-11300H,NVIDIA® GeForce® GTX1650 4G,16 GB DDR4-3200 MHz RAM (2 x 8 GB),1TB 7200 rpm SATA HDD+256 GB PCIe® NVMe™ M.2 SSD,1920 x 1080,144 Hz,19115,16,1280,144,6,4.0,3,49.75
HP,Pavilion Gaming I5-DK2041NE,Intel Core i5-11300H,NVIDIA® GeForce RTX™ 3050 4GB,8 GB DDR4-3200 MHz RAM (2 x 4 GB),256 GB PCIe® NVMe™ M.2 SSD 1TB 7200 rpm SATA HDD,1920 x 1080,144 Hz,20999,8,1280,144,6,6.0,3,55.5
Lenovo,IdeaPad Gaming 3 15IHU6,Intel Core i7-11370H,NVIDIA GeForce RTX 3050Ti 4GB,2x 8GB SO-DIMM DDR4-3200,"256GB SSD M.2 2242 PCIe 3.0x4 NVMe + 1TB HDD 5400rpm 2.5""",1920 x 1080,120 Hz,28888,8,1280,120,8,6.0,3,62.0
Lenovo,Legion 5 15ITH6H,Intel Core I7-11800H,Nvidia GeForce RTX 3060,16GB 2x 8GB SO-DIMM DDR4-3200,512GB SSD M.2 2280 PCIe 4.0x4 NVMe,1920 x 1080,165 HZ,33999,16,512,165,8,6.5,3,62.19
Lenovo,LENOVO LEGION 5 Pro 16ITH6H,Intel Core I7-11800H,Nvidia GeForce RTX3060 6GB,16 GB 2x 8GB SO-DIMM DDR4-3200,1TB SSD M.2 2280 PCIe 4.0x4 NVMe,2560 x 1600,165 HZ,37799,16,1024,165,8,6.5,4,65.69
Dell,Dell G15 5520,Intel Core I7-12700H,Nvidia GeForce RTX 3060 6GB,16GB 2x8GB DDR5 4800MHz,512GB SSD M.2 PCIe NVMe Solid State Drive,1920 x 1080,120 Hz,51899,16,512,120,8,6.5,3,61.25
Dell,Dell G15 5520,Intel Core I7-12700H,Nvidia GeForce RTX 3050,16GB 2x8GB DDR5 4800MHz,512GB SSD M.2 PCIe NVMe Solid State Drive,1920 x 1080,120 Hz,42999,16,512,120,8,6.0,3,59.5
Lenovo,IdeaPad GAMING 3 15IMH05,Intel Core I5-10300H,NVIDIA® GeForce® GTX 1650 Ti 4GB,"8GB, 2x 4GB SO-DIMM DDR4-2933",512GB SSD M.2 2280 PCIe 3.0x4 NVMe,1920 x 1080,120 Hz,22999,8,512,120,6,4.0,3,44.25
